electrode,voltage_V
3,0.5795028853111979
4,0.3723846893556032
5,-2.165586538679775
6,0.3408056503279429
7,0.6601457099826843
12,-0.27961013613554875
15,-0.2800040822056276
16,0.5800738637735448
17,0.3727024098362248
18,-2.165954900985635
19,0.3407315302999546
21,0.6604213093110087
