electrode,voltage_V
3,0.014045444060937206
4,0.05388541448087941
5,0.13351142022776175
6,0.05429445605582909
7,0.013000103668196733
12,0.016930052995160972
15,-0.01689721977731911
16,-0.01162026015919559
17,-0.05491385048063014
18,-0.13357961964434859
19,-0.05450618756659562
21,-0.012621523288855295
