electrode,voltage_V
3,2.377132140251332
4,-0.7287653035865698
5,-2.214603003998954
6,-0.7644138918966191
7,2.4655445034734154
12,-0.35834474679325534
15,-0.3588379015779656
16,2.378201537930556
17,-0.725684085183425
18,-2.2173767938751183
19,-0.7621445403599364
21,2.4670202524791343
