electrode,voltage_V
3,0.013969883504020649
4,0.05418277781360724
5,0.1337070117261861
6,0.05409118234180316
7,0.012723760693369255
12,0.01684648823968279
15,-0.01681776070438227
16,-0.011772700355766145
17,-0.055159459767955145
18,-0.13369731013791097
19,-0.054178175939953964
21,-0.012767989339776853
