electrode,voltage_V
3,-1.1612163018265629
4,0.5106280525901704
5,-0.07529166709252005
6,0.512833610905327
7,-1.1658641085755543
12,0.018547526009868223
15,0.018578135870656803
16,-1.161623173301635
17,0.5090759532399934
18,-0.07392293454987708
19,0.511466360357361
21,-1.1666421951553037
